State,HCAHPS Question,HCAHPS Measure ID,HCAHPS Answer Description,HCAHPS Answer Percent,Footnote,Measure Start Date,Measure End Date
MN,Patients who “Agree” they understood their care when they left the hospital,H_COMP_7_A,Patients who “Agree” they understood their care when they left the hospital,41%,20 - State and national averages do not include VHA hospital data.,04/01/2016,03/31/2017
MN,Patients who “Disagree” or “Strongly Disagree” they understood their care when they left the hospital,H_COMP_7_D_SD,Patients who “Disagree” or “Strongly Disagree” they understood their care when they left the hospital,4%,20 - State and national averages do not include VHA hospital data.,04/01/2016,03/31/2017
MN,"Patients who ""Strongly Agree"" they understood their care when they left the hospital",H_COMP_7_SA,Patients who “Strongly Agree” they understood their care when they left the hospital,55%,20 - State and national averages do not include VHA hospital data.,04/01/2016,03/31/2017
MN,Patients who gave their hospital a rating of 6 or lower on a scale from 0 (lowest) to 10 (highest),H_HSP_RATING_0_6,"Patients who gave a rating of ""6"" or lower (low)",6%,20 - State and national averages do not include VHA hospital data.,04/01/2016,03/31/2017
MN,Patients who gave their hospital a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest),H_HSP_RATING_7_8,"Patients who gave a rating of ""7"" or ""8"" (medium)",18%,20 - State and national averages do not include VHA hospital data.,04/01/2016,03/31/2017
MN,Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),H_HSP_RATING_9_10,"Patients who gave a rating of ""9"" or ""10"" (high)",76%,20 - State and national averages do not include VHA hospital data.,04/01/2016,03/31/2017
MN,"Patients who reported that the area around their room was ""Always"" quiet at night",H_QUIET_HSP_A_P,"""Always"" quiet at night",66%,20 - State and national averages do not include VHA hospital data.,04/01/2016,03/31/2017
MN,"Patients who reported that the area around their room was ""Sometimes"" or ""Never"" quiet at night",H_QUIET_HSP_SN_P,"""Sometimes"" or ""never"" quiet at night",6%,20 - State and national averages do not include VHA hospital data.,04/01/2016,03/31/2017
MN,"Patients who reported that the area around their room was ""Usually"" quiet at night",H_QUIET_HSP_U_P,"""Usually"" quiet at night",28%,20 - State and national averages do not include VHA hospital data.,04/01/2016,03/31/2017
MS,"Patients who reported that their doctors ""Sometimes"" or ""Never"" communicated well",H_COMP_2_SN_P,"Doctors ""sometimes"" or ""never"" communicated well",3%,20 - State and national averages do not include VHA hospital data.,04/01/2016,03/31/2017
MN,"Patients who reported NO, they would probably not or definitely not recommend the hospital",H_RECMND_DN,"""NO"", patients would not recommend the hospital (they probably would not or definitely would not recommend it)",3%,20 - State and national averages do not include VHA hospital data.,04/01/2016,03/31/2017
MN,"Patients who reported YES, they would definitely recommend the hospital",H_RECMND_DY,"""YES"", patients would definitely recommend the hospital",75%,20 - State and national averages do not include VHA hospital data.,04/01/2016,03/31/2017
MN,"Patients who reported YES, they would probably recommend the hospital",H_RECMND_PY,"""YES"", patients would probably recommend the hospital",22%,20 - State and national averages do not include VHA hospital data.,04/01/2016,03/31/2017
MO,"Patients who reported that their room and bathroom were ""Always"" clean",H_CLEAN_HSP_A_P,"Room was ""always"" clean",74%,20 - State and national averages do not include VHA hospital data.,04/01/2016,03/31/2017
MO,"Patients who reported that their room and bathroom were ""Sometimes"" or ""Never"" clean",H_CLEAN_HSP_SN_P,"Room was ""sometimes"" or ""never"" clean",8%,20 - State and national averages do not include VHA hospital data.,04/01/2016,03/31/2017
MO,"Patients who reported that their room and bathroom were ""Usually"" clean",H_CLEAN_HSP_U_P,"Room was ""usually"" clean",18%,20 - State and national averages do not include VHA hospital data.,04/01/2016,03/31/2017
MO,"Patients who reported that their nurses ""Always"" communicated well",H_COMP_1_A_P,"Nurses ""always"" communicated well",80%,20 - State and national averages do not include VHA hospital data.,04/01/2016,03/31/2017
MO,"Patients who reported that their nurses ""Sometimes"" or ""Never"" communicated well",H_COMP_1_SN_P,"Nurses ""sometimes"" or ""never"" communicated well",4%,20 - State and national averages do not include VHA hospital data.,04/01/2016,03/31/2017
MO,"Patients who reported that their nurses ""Usually"" communicated well",H_COMP_1_U_P,"Nurses ""usually"" communicated well",16%,20 - State and national averages do not include VHA hospital data.,04/01/2016,03/31/2017
MO,"Patients who reported that their doctors ""Always"" communicated well",H_COMP_2_A_P,"Doctors ""always"" communicated well",83%,20 - State and national averages do not include VHA hospital data.,04/01/2016,03/31/2017
MO,"Patients who reported that their doctors ""Sometimes"" or ""Never"" communicated well",H_COMP_2_SN_P,"Doctors ""sometimes"" or ""never"" communicated well",3%,20 - State and national averages do not include VHA hospital data.,04/01/2016,03/31/2017
MO,"Patients who reported that their doctors ""Usually"" communicated well",H_COMP_2_U_P,"Doctors ""usually"" communicated well",14%,20 - State and national averages do not include VHA hospital data.,04/01/2016,03/31/2017
MO,"Patients who reported that they ""Always"" received help as soon as they wanted",H_COMP_3_A_P,"Patients ""always"" received help as soon as they wanted",67%,20 - State and national averages do not include VHA hospital data.,04/01/2016,03/31/2017
MO,"Patients who reported that they ""Sometimes"" or ""Never"" received help as soon as they wanted",H_COMP_3_SN_P,"Patients ""sometimes"" or ""never"" received help as soon as they wanted",8%,20 - State and national averages do not include VHA hospital data.,04/01/2016,03/31/2017
MO,"Patients who reported that they ""Usually"" received help as soon as they wanted",H_COMP_3_U_P,"Patients ""usually"" received help as soon as they wanted",25%,20 - State and national averages do not include VHA hospital data.,04/01/2016,03/31/2017
MO,"Patients who reported that their pain was ""Always"" well controlled",H_COMP_4_A_P,"Pain was ""always"" well controlled",70%,20 - State and national averages do not include VHA hospital data.,04/01/2016,03/31/2017
MO,"Patients who reported that their pain was ""Sometimes"" or ""Never"" well controlled",H_COMP_4_SN_P,"Pain was ""sometimes"" or ""never"" well controlled",7%,20 - State and national averages do not include VHA hospital data.,04/01/2016,03/31/2017
MO,"Patients who reported that their pain was ""Usually"" well controlled",H_COMP_4_U_P,"Pain was ""usually"" well controlled",23%,20 - State and national averages do not include VHA hospital data.,04/01/2016,03/31/2017
MO,"Patients who reported that staff ""Always"" explained about medicines before giving it to them",H_COMP_5_A_P,"Staff ""always"" explained",64%,20 - State and national averages do not include VHA hospital data.,04/01/2016,03/31/2017
MO,"Patients who reported that staff ""Sometimes"" or ""Never"" explained about medicines before giving it to them",H_COMP_5_SN_P,"Staff ""sometimes"" or ""never"" explained",18%,20 - State and national averages do not include VHA hospital data.,04/01/2016,03/31/2017
MO,"Patients who reported that staff ""Usually"" explained about medicines before giving it to them",H_COMP_5_U_P,"Staff ""usually"" explained",18%,20 - State and national averages do not include VHA hospital data.,04/01/2016,03/31/2017
MS,"Patients who reported that their doctors ""Usually"" communicated well",H_COMP_2_U_P,"Doctors ""usually"" communicated well",9%,20 - State and national averages do not include VHA hospital data.,04/01/2016,03/31/2017
MO,"Patients who reported that NO, they were not given information about what to do during their recovery at home",H_COMP_6_N_P,"No, staff ""did not"" give patients this information",12%,20 - State and national averages do not include VHA hospital data.,04/01/2016,03/31/2017
MO,"Patients who reported that YES, they were given information about what to do during their recovery at home",H_COMP_6_Y_P,"Yes, staff ""did"" give patients this information",88%,20 - State and national averages do not include VHA hospital data.,04/01/2016,03/31/2017
MO,Patients who “Agree” they understood their care when they left the hospital,H_COMP_7_A,Patients who “Agree” they understood their care when they left the hospital,42%,20 - State and national averages do not include VHA hospital data.,04/01/2016,03/31/2017
MO,Patients who “Disagree” or “Strongly Disagree” they understood their care when they left the hospital,H_COMP_7_D_SD,Patients who “Disagree” or “Strongly Disagree” they understood their care when they left the hospital,5%,20 - State and national averages do not include VHA hospital data.,04/01/2016,03/31/2017
MO,"Patients who ""Strongly Agree"" they understood their care when they left the hospital",H_COMP_7_SA,Patients who “Strongly Agree” they understood their care when they left the hospital,53%,20 - State and national averages do not include VHA hospital data.,04/01/2016,03/31/2017
MO,Patients who gave their hospital a rating of 6 or lower on a scale from 0 (lowest) to 10 (highest),H_HSP_RATING_0_6,"Patients who gave a rating of ""6"" or lower (low)",7%,20 - State and national averages do not include VHA hospital data.,04/01/2016,03/31/2017
MO,Patients who gave their hospital a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest),H_HSP_RATING_7_8,"Patients who gave a rating of ""7"" or ""8"" (medium)",21%,20 - State and national averages do not include VHA hospital data.,04/01/2016,03/31/2017
MO,Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),H_HSP_RATING_9_10,"Patients who gave a rating of ""9"" or ""10"" (high)",72%,20 - State and national averages do not include VHA hospital data.,04/01/2016,03/31/2017
MO,"Patients who reported that the area around their room was ""Always"" quiet at night",H_QUIET_HSP_A_P,"""Always"" quiet at night",63%,20 - State and national averages do not include VHA hospital data.,04/01/2016,03/31/2017
MO,"Patients who reported that the area around their room was ""Sometimes"" or ""Never"" quiet at night",H_QUIET_HSP_SN_P,"""Sometimes"" or ""never"" quiet at night",8%,20 - State and national averages do not include VHA hospital data.,04/01/2016,03/31/2017
MO,"Patients who reported that the area around their room was ""Usually"" quiet at night",H_QUIET_HSP_U_P,"""Usually"" quiet at night",29%,20 - State and national averages do not include VHA hospital data.,04/01/2016,03/31/2017
MO,"Patients who reported NO, they would probably not or definitely not recommend the hospital",H_RECMND_DN,"""NO"", patients would not recommend the hospital (they probably would not or definitely would not recommend it)",5%,20 - State and national averages do not include VHA hospital data.,04/01/2016,03/31/2017
MO,"Patients who reported YES, they would definitely recommend the hospital",H_RECMND_DY,"""YES"", patients would definitely recommend the hospital",71%,20 - State and national averages do not include VHA hospital data.,04/01/2016,03/31/2017
MO,"Patients who reported YES, they would probably recommend the hospital",H_RECMND_PY,"""YES"", patients would probably recommend the hospital",24%,20 - State and national averages do not include VHA hospital data.,04/01/2016,03/31/2017
MP,"Patients who reported that their room and bathroom were ""Always"" clean",H_CLEAN_HSP_A_P,"Room was ""always"" clean",,"5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.",04/01/2016,03/31/2017
MP,"Patients who reported that their room and bathroom were ""Sometimes"" or ""Never"" clean",H_CLEAN_HSP_SN_P,"Room was ""sometimes"" or ""never"" clean",,"5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.",04/01/2016,03/31/2017
MP,"Patients who reported that their room and bathroom were ""Usually"" clean",H_CLEAN_HSP_U_P,"Room was ""usually"" clean",,"5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.",04/01/2016,03/31/2017
MP,"Patients who reported that their nurses ""Always"" communicated well",H_COMP_1_A_P,"Nurses ""always"" communicated well",,"5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.",04/01/2016,03/31/2017
MP,"Patients who reported that their nurses ""Sometimes"" or ""Never"" communicated well",H_COMP_1_SN_P,"Nurses ""sometimes"" or ""never"" communicated well",,"5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.",04/01/2016,03/31/2017
MP,"Patients who reported that their nurses ""Usually"" communicated well",H_COMP_1_U_P,"Nurses ""usually"" communicated well",,"5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.",04/01/2016,03/31/2017
MP,"Patients who reported that their doctors ""Always"" communicated well",H_COMP_2_A_P,"Doctors ""always"" communicated well",,"5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.",04/01/2016,03/31/2017
MP,"Patients who reported that their doctors ""Sometimes"" or ""Never"" communicated well",H_COMP_2_SN_P,"Doctors ""sometimes"" or ""never"" communicated well",,"5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.",04/01/2016,03/31/2017
MP,"Patients who reported that their doctors ""Usually"" communicated well",H_COMP_2_U_P,"Doctors ""usually"" communicated well",,"5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.",04/01/2016,03/31/2017
MP,"Patients who reported that they ""Always"" received help as soon as they wanted",H_COMP_3_A_P,"Patients ""always"" received help as soon as they wanted",,"5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.",04/01/2016,03/31/2017
MP,"Patients who reported that they ""Sometimes"" or ""Never"" received help as soon as they wanted",H_COMP_3_SN_P,"Patients ""sometimes"" or ""never"" received help as soon as they wanted",,"5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.",04/01/2016,03/31/2017
MP,"Patients who reported that they ""Usually"" received help as soon as they wanted",H_COMP_3_U_P,"Patients ""usually"" received help as soon as they wanted",,"5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.",04/01/2016,03/31/2017
MP,"Patients who reported that their pain was ""Always"" well controlled",H_COMP_4_A_P,"Pain was ""always"" well controlled",,"5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.",04/01/2016,03/31/2017
MP,"Patients who reported that their pain was ""Sometimes"" or ""Never"" well controlled",H_COMP_4_SN_P,"Pain was ""sometimes"" or ""never"" well controlled",,"5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.",04/01/2016,03/31/2017
MP,"Patients who reported that their pain was ""Usually"" well controlled",H_COMP_4_U_P,"Pain was ""usually"" well controlled",,"5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.",04/01/2016,03/31/2017
MP,"Patients who reported that staff ""Always"" explained about medicines before giving it to them",H_COMP_5_A_P,"Staff ""always"" explained",,"5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.",04/01/2016,03/31/2017
MP,"Patients who reported that staff ""Sometimes"" or ""Never"" explained about medicines before giving it to them",H_COMP_5_SN_P,"Staff ""sometimes"" or ""never"" explained",,"5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.",04/01/2016,03/31/2017
MP,"Patients who reported that staff ""Usually"" explained about medicines before giving it to them",H_COMP_5_U_P,"Staff ""usually"" explained",,"5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.",04/01/2016,03/31/2017
MP,"Patients who reported that NO, they were not given information about what to do during their recovery at home",H_COMP_6_N_P,"No, staff ""did not"" give patients this information",,"5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.",04/01/2016,03/31/2017
MP,"Patients who reported that YES, they were given information about what to do during their recovery at home",H_COMP_6_Y_P,"Yes, staff ""did"" give patients this information",,"5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.",04/01/2016,03/31/2017
MP,Patients who “Agree” they understood their care when they left the hospital,H_COMP_7_A,Patients who “Agree” they understood their care when they left the hospital,,"5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.",04/01/2016,03/31/2017
MP,Patients who “Disagree” or “Strongly Disagree” they understood their care when they left the hospital,H_COMP_7_D_SD,Patients who “Disagree” or “Strongly Disagree” they understood their care when they left the hospital,,"5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.",04/01/2016,03/31/2017
MP,"Patients who ""Strongly Agree"" they understood their care when they left the hospital",H_COMP_7_SA,Patients who “Strongly Agree” they understood their care when they left the hospital,,"5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.",04/01/2016,03/31/2017
MP,Patients who gave their hospital a rating of 6 or lower on a scale from 0 (lowest) to 10 (highest),H_HSP_RATING_0_6,"Patients who gave a rating of ""6"" or lower (low)",,"5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.",04/01/2016,03/31/2017
MP,Patients who gave their hospital a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest),H_HSP_RATING_7_8,"Patients who gave a rating of ""7"" or ""8"" (medium)",,"5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.",04/01/2016,03/31/2017
MP,Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),H_HSP_RATING_9_10,"Patients who gave a rating of ""9"" or ""10"" (high)",,"5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.",04/01/2016,03/31/2017
MP,"Patients who reported that the area around their room was ""Always"" quiet at night",H_QUIET_HSP_A_P,"""Always"" quiet at night",,"5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.",04/01/2016,03/31/2017
MP,"Patients who reported that the area around their room was ""Sometimes"" or ""Never"" quiet at night",H_QUIET_HSP_SN_P,"""Sometimes"" or ""never"" quiet at night",,"5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.",04/01/2016,03/31/2017
MP,"Patients who reported that the area around their room was ""Usually"" quiet at night",H_QUIET_HSP_U_P,"""Usually"" quiet at night",,"5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.",04/01/2016,03/31/2017
MP,"Patients who reported NO, they would probably not or definitely not recommend the hospital",H_RECMND_DN,"""NO"", patients would not recommend the hospital (they probably would not or definitely would not recommend it)",,"5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.",04/01/2016,03/31/2017
MP,"Patients who reported YES, they would definitely recommend the hospital",H_RECMND_DY,"""YES"", patients would definitely recommend the hospital",,"5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.",04/01/2016,03/31/2017
MP,"Patients who reported YES, they would probably recommend the hospital",H_RECMND_PY,"""YES"", patients would probably recommend the hospital",,"5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.",04/01/2016,03/31/2017
MS,"Patients who reported that their room and bathroom were ""Always"" clean",H_CLEAN_HSP_A_P,"Room was ""always"" clean",75%,20 - State and national averages do not include VHA hospital data.,04/01/2016,03/31/2017
MS,"Patients who reported that their room and bathroom were ""Sometimes"" or ""Never"" clean",H_CLEAN_HSP_SN_P,"Room was ""sometimes"" or ""never"" clean",9%,20 - State and national averages do not include VHA hospital data.,04/01/2016,03/31/2017
MS,"Patients who reported that their room and bathroom were ""Usually"" clean",H_CLEAN_HSP_U_P,"Room was ""usually"" clean",16%,20 - State and national averages do not include VHA hospital data.,04/01/2016,03/31/2017
MS,"Patients who reported that their nurses ""Always"" communicated well",H_COMP_1_A_P,"Nurses ""always"" communicated well",83%,20 - State and national averages do not include VHA hospital data.,04/01/2016,03/31/2017
MS,"Patients who reported that their nurses ""Sometimes"" or ""Never"" communicated well",H_COMP_1_SN_P,"Nurses ""sometimes"" or ""never"" communicated well",4%,20 - State and national averages do not include VHA hospital data.,04/01/2016,03/31/2017
MS,"Patients who reported that their nurses ""Usually"" communicated well",H_COMP_1_U_P,"Nurses ""usually"" communicated well",13%,20 - State and national averages do not include VHA hospital data.,04/01/2016,03/31/2017
MS,"Patients who reported that their doctors ""Always"" communicated well",H_COMP_2_A_P,"Doctors ""always"" communicated well",88%,20 - State and national averages do not include VHA hospital data.,04/01/2016,03/31/2017
MS,"Patients who reported that they ""Always"" received help as soon as they wanted",H_COMP_3_A_P,"Patients ""always"" received help as soon as they wanted",71%,20 - State and national averages do not include VHA hospital data.,04/01/2016,03/31/2017
MS,"Patients who reported that they ""Sometimes"" or ""Never"" received help as soon as they wanted",H_COMP_3_SN_P,"Patients ""sometimes"" or ""never"" received help as soon as they wanted",9%,20 - State and national averages do not include VHA hospital data.,04/01/2016,03/31/2017
MS,"Patients who reported that they ""Usually"" received help as soon as they wanted",H_COMP_3_U_P,"Patients ""usually"" received help as soon as they wanted",20%,20 - State and national averages do not include VHA hospital data.,04/01/2016,03/31/2017
MS,"Patients who reported that their pain was ""Always"" well controlled",H_COMP_4_A_P,"Pain was ""always"" well controlled",73%,20 - State and national averages do not include VHA hospital data.,04/01/2016,03/31/2017
MS,"Patients who reported that their pain was ""Sometimes"" or ""Never"" well controlled",H_COMP_4_SN_P,"Pain was ""sometimes"" or ""never"" well controlled",7%,20 - State and national averages do not include VHA hospital data.,04/01/2016,03/31/2017
MS,"Patients who reported that their pain was ""Usually"" well controlled",H_COMP_4_U_P,"Pain was ""usually"" well controlled",20%,20 - State and national averages do not include VHA hospital data.,04/01/2016,03/31/2017
MS,"Patients who reported that staff ""Always"" explained about medicines before giving it to them",H_COMP_5_A_P,"Staff ""always"" explained",68%,20 - State and national averages do not include VHA hospital data.,04/01/2016,03/31/2017
MS,"Patients who reported that staff ""Sometimes"" or ""Never"" explained about medicines before giving it to them",H_COMP_5_SN_P,"Staff ""sometimes"" or ""never"" explained",16%,20 - State and national averages do not include VHA hospital data.,04/01/2016,03/31/2017
MS,"Patients who reported that staff ""Usually"" explained about medicines before giving it to them",H_COMP_5_U_P,"Staff ""usually"" explained",16%,20 - State and national averages do not include VHA hospital data.,04/01/2016,03/31/2017
MS,"Patients who reported that NO, they were not given information about what to do during their recovery at home",H_COMP_6_N_P,"No, staff ""did not"" give patients this information",14%,20 - State and national averages do not include VHA hospital data.,04/01/2016,03/31/2017
MS,"Patients who reported that YES, they were given information about what to do during their recovery at home",H_COMP_6_Y_P,"Yes, staff ""did"" give patients this information",86%,20 - State and national averages do not include VHA hospital data.,04/01/2016,03/31/2017
MS,Patients who “Agree” they understood their care when they left the hospital,H_COMP_7_A,Patients who “Agree” they understood their care when they left the hospital,43%,20 - State and national averages do not include VHA hospital data.,04/01/2016,03/31/2017
MS,Patients who “Disagree” or “Strongly Disagree” they understood their care when they left the hospital,H_COMP_7_D_SD,Patients who “Disagree” or “Strongly Disagree” they understood their care when they left the hospital,5%,20 - State and national averages do not include VHA hospital data.,04/01/2016,03/31/2017
MS,"Patients who ""Strongly Agree"" they understood their care when they left the hospital",H_COMP_7_SA,Patients who “Strongly Agree” they understood their care when they left the hospital,52%,20 - State and national averages do not include VHA hospital data.,04/01/2016,03/31/2017
MS,Patients who gave their hospital a rating of 6 or lower on a scale from 0 (lowest) to 10 (highest),H_HSP_RATING_0_6,"Patients who gave a rating of ""6"" or lower (low)",7%,20 - State and national averages do not include VHA hospital data.,04/01/2016,03/31/2017
MS,Patients who gave their hospital a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest),H_HSP_RATING_7_8,"Patients who gave a rating of ""7"" or ""8"" (medium)",20%,20 - State and national averages do not include VHA hospital data.,04/01/2016,03/31/2017
MS,Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),H_HSP_RATING_9_10,"Patients who gave a rating of ""9"" or ""10"" (high)",73%,20 - State and national averages do not include VHA hospital data.,04/01/2016,03/31/2017
MS,"Patients who reported that the area around their room was ""Always"" quiet at night",H_QUIET_HSP_A_P,"""Always"" quiet at night",74%,20 - State and national averages do not include VHA hospital data.,04/01/2016,03/31/2017
MS,"Patients who reported that the area around their room was ""Sometimes"" or ""Never"" quiet at night",H_QUIET_HSP_SN_P,"""Sometimes"" or ""never"" quiet at night",5%,20 - State and national averages do not include VHA hospital data.,04/01/2016,03/31/2017
MS,"Patients who reported that the area around their room was ""Usually"" quiet at night",H_QUIET_HSP_U_P,"""Usually"" quiet at night",21%,20 - State and national averages do not include VHA hospital data.,04/01/2016,03/31/2017
NC,"Patients who reported that their doctors ""Sometimes"" or ""Never"" communicated well",H_COMP_2_SN_P,"Doctors ""sometimes"" or ""never"" communicated well",4%,20 - State and national averages do not include VHA hospital data.,04/01/2016,03/31/2017
MS,"Patients who reported NO, they would probably not or definitely not recommend the hospital",H_RECMND_DN,"""NO"", patients would not recommend the hospital (they probably would not or definitely would not recommend it)",5%,20 - State and national averages do not include VHA hospital data.,04/01/2016,03/31/2017
MS,"Patients who reported YES, they would definitely recommend the hospital",H_RECMND_DY,"""YES"", patients would definitely recommend the hospital",71%,20 - State and national averages do not include VHA hospital data.,04/01/2016,03/31/2017
MS,"Patients who reported YES, they would probably recommend the hospital",H_RECMND_PY,"""YES"", patients would probably recommend the hospital",24%,20 - State and national averages do not include VHA hospital data.,04/01/2016,03/31/2017
MT,"Patients who reported that their room and bathroom were ""Always"" clean",H_CLEAN_HSP_A_P,"Room was ""always"" clean",72%,20 - State and national averages do not include VHA hospital data.,04/01/2016,03/31/2017
MT,"Patients who reported that their room and bathroom were ""Sometimes"" or ""Never"" clean",H_CLEAN_HSP_SN_P,"Room was ""sometimes"" or ""never"" clean",9%,20 - State and national averages do not include VHA hospital data.,04/01/2016,03/31/2017
MT,"Patients who reported that their room and bathroom were ""Usually"" clean",H_CLEAN_HSP_U_P,"Room was ""usually"" clean",19%,20 - State and national averages do not include VHA hospital data.,04/01/2016,03/31/2017
MT,"Patients who reported that their nurses ""Always"" communicated well",H_COMP_1_A_P,"Nurses ""always"" communicated well",80%,20 - State and national averages do not include VHA hospital data.,04/01/2016,03/31/2017
MT,"Patients who reported that their nurses ""Sometimes"" or ""Never"" communicated well",H_COMP_1_SN_P,"Nurses ""sometimes"" or ""never"" communicated well",4%,20 - State and national averages do not include VHA hospital data.,04/01/2016,03/31/2017
MT,"Patients who reported that their nurses ""Usually"" communicated well",H_COMP_1_U_P,"Nurses ""usually"" communicated well",16%,20 - State and national averages do not include VHA hospital data.,04/01/2016,03/31/2017
MT,"Patients who reported that their doctors ""Always"" communicated well",H_COMP_2_A_P,"Doctors ""always"" communicated well",82%,20 - State and national averages do not include VHA hospital data.,04/01/2016,03/31/2017
MT,"Patients who reported that their doctors ""Sometimes"" or ""Never"" communicated well",H_COMP_2_SN_P,"Doctors ""sometimes"" or ""never"" communicated well",4%,20 - State and national averages do not include VHA hospital data.,04/01/2016,03/31/2017
MT,"Patients who reported that their doctors ""Usually"" communicated well",H_COMP_2_U_P,"Doctors ""usually"" communicated well",14%,20 - State and national averages do not include VHA hospital data.,04/01/2016,03/31/2017
MT,"Patients who reported that they ""Always"" received help as soon as they wanted",H_COMP_3_A_P,"Patients ""always"" received help as soon as they wanted",72%,20 - State and national averages do not include VHA hospital data.,04/01/2016,03/31/2017
MT,"Patients who reported that they ""Sometimes"" or ""Never"" received help as soon as they wanted",H_COMP_3_SN_P,"Patients ""sometimes"" or ""never"" received help as soon as they wanted",6%,20 - State and national averages do not include VHA hospital data.,04/01/2016,03/31/2017
MT,"Patients who reported that they ""Usually"" received help as soon as they wanted",H_COMP_3_U_P,"Patients ""usually"" received help as soon as they wanted",22%,20 - State and national averages do not include VHA hospital data.,04/01/2016,03/31/2017
MT,"Patients who reported that their pain was ""Always"" well controlled",H_COMP_4_A_P,"Pain was ""always"" well controlled",70%,20 - State and national averages do not include VHA hospital data.,04/01/2016,03/31/2017
MT,"Patients who reported that their pain was ""Sometimes"" or ""Never"" well controlled",H_COMP_4_SN_P,"Pain was ""sometimes"" or ""never"" well controlled",7%,20 - State and national averages do not include VHA hospital data.,04/01/2016,03/31/2017
MT,"Patients who reported that their pain was ""Usually"" well controlled",H_COMP_4_U_P,"Pain was ""usually"" well controlled",23%,20 - State and national averages do not include VHA hospital data.,04/01/2016,03/31/2017
MT,"Patients who reported that staff ""Always"" explained about medicines before giving it to them",H_COMP_5_A_P,"Staff ""always"" explained",67%,20 - State and national averages do not include VHA hospital data.,04/01/2016,03/31/2017
MT,"Patients who reported that staff ""Sometimes"" or ""Never"" explained about medicines before giving it to them",H_COMP_5_SN_P,"Staff ""sometimes"" or ""never"" explained",17%,20 - State and national averages do not include VHA hospital data.,04/01/2016,03/31/2017
MT,"Patients who reported that staff ""Usually"" explained about medicines before giving it to them",H_COMP_5_U_P,"Staff ""usually"" explained",16%,20 - State and national averages do not include VHA hospital data.,04/01/2016,03/31/2017
NC,"Patients who reported that their doctors ""Usually"" communicated well",H_COMP_2_U_P,"Doctors ""usually"" communicated well",13%,20 - State and national averages do not include VHA hospital data.,04/01/2016,03/31/2017
MT,"Patients who reported that NO, they were not given information about what to do during their recovery at home",H_COMP_6_N_P,"No, staff ""did not"" give patients this information",16%,20 - State and national averages do not include VHA hospital data.,04/01/2016,03/31/2017
MT,"Patients who reported that YES, they were given information about what to do during their recovery at home",H_COMP_6_Y_P,"Yes, staff ""did"" give patients this information",84%,20 - State and national averages do not include VHA hospital data.,04/01/2016,03/31/2017
MT,Patients who “Agree” they understood their care when they left the hospital,H_COMP_7_A,Patients who “Agree” they understood their care when they left the hospital,43%,20 - State and national averages do not include VHA hospital data.,04/01/2016,03/31/2017
